"","ipdN","st","epiyrN","cmlevel","epiyr","agec","offset","cm.age.level"
"446",0,"10B",7,"0",1998,4,15.723167798,"0_4"
"447",0,"10B",8,"0",1999,4,15.668574231,"0_4"
"448",0,"10B",9,"0",2000,4,15.80200898,"0_4"
"449",0,"10B",10,"0",2001,4,15.716195109,"0_4"
"450",0,"10B",11,"0",2002,4,15.769854869,"0_4"
"451",0,"10B",12,"0",2003,4,15.819028436,"0_4"
"452",0,"10B",13,"0",2004,4,15.847260295,"0_4"
"453",0,"10B",14,"0",2005,4,15.96373429,"0_4"
"454",0,"10B",15,"0",2006,4,15.801552925,"0_4"
"455",0,"10B",16,"0",2007,4,16.13765724,"0_4"
"456",0,"10B",17,"0",2008,4,16.216911134,"0_4"
"457",0,"10B",18,"0",2009,4,16.203912793,"0_4"
"458",0,"10B",19,"0",2010,4,16.048324531,"0_4"
"459",0,"10B",20,"0",2011,4,15.964682681,"0_4"
"460",0,"10B",21,"0",2012,4,15.550009852,"0_4"
"461",0,"10B",22,"0",2013,4,15.571061719,"0_4"
"462",2,"10B",23,"0",2014,4,15.476875158,"0_4"
"463",1,"10B",3,"0",1994,5,7.4809243881,"0_5"
"464",0,"10B",4,"0",1995,5,7.1015717027,"0_5"
"465",0,"10B",5,"0",1996,5,6.8974275346,"0_5"
"466",1,"10B",6,"0",1997,5,6.5271807311,"0_5"
"467",0,"10B",7,"0",1998,5,6.2238996305,"0_5"
"468",1,"10B",8,"0",1999,5,6.3038500377,"0_5"
"469",0,"10B",9,"0",2000,5,6.0370032854,"0_5"
"470",0,"10B",10,"0",2001,5,5.7579571837,"0_5"
"471",1,"10B",11,"0",2002,5,5.982842126,"0_5"
"472",0,"10B",12,"0",2003,5,5.9364561538,"0_5"
"473",0,"10B",13,"0",2004,5,5.6612443952,"0_5"
"474",0,"10B",14,"0",2005,5,5.6695741466,"0_5"
"475",0,"10B",15,"0",2006,5,5.6999280906,"0_5"
"476",1,"10B",16,"0",2007,5,5.8015548983,"0_5"
"477",0,"10B",17,"0",2008,5,5.6456305085,"0_5"
"478",2,"10B",18,"0",2009,5,5.8452740828,"0_5"
"479",0,"10B",19,"0",2010,5,5.9167944175,"0_5"
"480",0,"10B",20,"0",2011,5,6.0759722603,"0_5"
"481",3,"10B",21,"0",2012,5,6.3098332143,"0_5"
"482",2,"10B",22,"0",2013,5,6.2753467021,"0_5"
"483",1,"10B",23,"0",2014,5,6.5785309683,"0_5"
"484",0,"10B",3,"1",1994,1,0.0276886219,"1_1"
"485",0,"10B",4,"1",1995,1,0.041723642,"1_1"
"486",0,"10B",5,"1",1996,1,0.0634750446,"1_1"
"487",0,"10B",6,"1",1997,1,0.0796744152,"1_1"
"488",0,"10B",7,"1",1998,1,0.0771720421,"1_1"
"489",0,"10B",8,"1",1999,1,0.0548611869,"1_1"
"490",0,"10B",9,"1",2000,1,0.061803858,"1_1"
"491",0,"10B",10,"1",2001,1,0.067816653,"1_1"
"492",0,"10B",11,"1",2002,1,0.087807675,"1_1"
"493",0,"10B",12,"1",2003,1,0.0701329203,"1_1"
"494",0,"10B",13,"1",2004,1,0.0681970872,"1_1"
"495",0,"10B",14,"1",2005,1,0.0665588171,"1_1"
"496",0,"10B",15,"1",2006,1,0.0581722034,"1_1"
"497",0,"10B",16,"1",2007,1,0.0636595068,"1_1"
"498",0,"10B",17,"1",2008,1,0.0982766322,"1_1"
"499",0,"10B",18,"1",2009,1,0.0817989669,"1_1"
"500",0,"10B",19,"1",2010,1,0.089273281,"1_1"
"501",0,"10B",20,"1",2011,1,0.0969715289,"1_1"
"502",0,"10B",21,"1",2012,1,0.0832087687,"1_1"
"503",1,"10B",22,"1",2013,1,0.0597873781,"1_1"
"504",0,"10B",23,"1",2014,1,0.0781093398,"1_1"
"505",0,"10B",3,"1",1994,4,0.4938619877,"1_4"
"506",0,"10B",4,"1",1995,4,0.7453476511,"1_4"
"507",0,"10B",5,"1",1996,4,0.9725707762,"1_4"
"508",0,"10B",6,"1",1997,4,1.1178057653,"1_4"
"509",0,"10B",7,"1",1998,4,1.2566422024,"1_4"
"510",1,"10B",8,"1",1999,4,1.5160357694,"1_4"
"511",0,"10B",9,"1",2000,4,1.5630410204,"1_4"
"512",0,"10B",10,"1",2001,4,1.8542848906,"1_4"
"513",0,"10B",11,"1",2002,4,1.9897251309,"1_4"
"514",0,"10B",12,"1",2003,4,2.1290315636,"1_4"
"515",0,"10B",13,"1",2004,4,2.3177097047,"1_4"
"516",0,"10B",14,"1",2005,4,2.4343957097,"1_4"
"517",0,"10B",15,"1",2006,4,2.8261670746,"1_4"
"518",1,"10B",16,"1",2007,4,2.7392827603,"1_4"
"519",0,"10B",17,"1",2008,4,2.7879688659,"1_4"
"520",2,"10B",18,"1",2009,4,2.8542672075,"1_4"
"521",1,"10B",19,"1",2010,4,2.9653354688,"1_4"
"522",0,"10B",20,"1",2011,4,2.9743773189,"1_4"
"523",1,"10B",21,"1",2012,4,3.3214701485,"1_4"
"524",0,"10B",22,"1",2013,4,3.2801982809,"1_4"
"525",2,"10B",23,"1",2014,4,3.3759148419,"1_4"
"526",0,"10B",3,"1",1994,5,0.5299356119,"1_5"
"527",0,"10B",4,"1",1995,5,0.8849982973,"1_5"
"528",0,"10B",5,"1",1996,5,1.0577524654,"1_5"
"529",1,"10B",6,"1",1997,5,1.4026892689,"1_5"
"530",0,"10B",7,"1",1998,5,1.6907803695,"1_5"
"531",0,"10B",8,"1",1999,5,1.6008199623,"1_5"
"532",1,"10B",9,"1",2000,5,1.8670167146,"1_5"
"533",1,"10B",10,"1",2001,5,2.1603228163,"1_5"
"534",0,"10B",11,"1",2002,5,1.962997874,"1_5"
"535",0,"10B",12,"1",2003,5,2.0470538462,"1_5"
"536",0,"10B",13,"1",2004,5,2.3845356048,"1_5"
"537",2,"10B",14,"1",2005,5,2.4554558534,"1_5"
"538",0,"10B",15,"1",2006,5,2.5303419094,"1_5"
"539",0,"10B",16,"1",2007,5,2.5458951017,"1_5"
"540",0,"10B",17,"1",2008,5,2.8847794915,"1_5"
"541",0,"10B",18,"1",2009,5,2.9096859172,"1_5"
"542",5,"10B",19,"1",2010,5,3.1117955825,"1_5"
"543",1,"10B",20,"1",2011,5,3.2618377397,"1_5"
"544",3,"10B",21,"1",2012,5,3.3710067857,"1_5"
"545",2,"10B",22,"1",2013,5,3.7226632979,"1_5"
"546",2,"10B",23,"1",2014,5,3.6888090317,"1_5"
"547",0,"10F",3,"0",1994,1,3.2372613781,"0_1"
"548",0,"10F",4,"0",1995,1,3.309206358,"0_1"
"549",0,"10F",5,"0",1996,1,3.3685549554,"0_1"
"550",1,"10F",6,"0",1997,1,3.3883355848,"0_1"
"551",0,"10F",7,"0",1998,1,3.3857479579,"0_1"
"552",0,"10F",8,"0",1999,1,3.3919888131,"0_1"
"553",0,"10F",9,"0",2000,1,3.344126142,"0_1"
"554",0,"10F",10,"0",2001,1,3.308073347,"0_1"
"555",0,"10F",11,"0",2002,1,3.267262325,"0_1"
"556",0,"10F",12,"0",2003,1,3.2504270797,"0_1"
"557",0,"10F",13,"0",2004,1,3.2355729128,"0_1"
"558",0,"10F",14,"0",2005,1,3.2140011829,"0_1"
"559",0,"10F",15,"0",2006,1,3.1933477966,"0_1"
"560",0,"10F",16,"0",2007,1,3.1851704932,"0_1"
"561",0,"10F",17,"0",2008,1,3.1577833678,"0_1"
"562",0,"10F",18,"0",2009,1,3.1875210331,"0_1"
"563",0,"10F",19,"0",2010,1,3.171396719,"0_1"
"564",0,"10F",20,"0",2011,1,3.1579784711,"0_1"
"565",0,"10F",21,"0",2012,1,3.1088212313,"0_1"
"566",0,"10F",22,"0",2013,1,3.0697726219,"0_1"
"567",0,"10F",23,"0",2014,1,2.9597106602,"0_1"
"568",0,"10F",3,"0",1994,5,7.4809243881,"0_5"
"569",0,"10F",4,"0",1995,5,7.1015717027,"0_5"
"570",0,"10F",5,"0",1996,5,6.8974275346,"0_5"
"571",1,"10F",6,"0",1997,5,6.5271807311,"0_5"
"572",0,"10F",7,"0",1998,5,6.2238996305,"0_5"
"573",1,"10F",8,"0",1999,5,6.3038500377,"0_5"
"574",0,"10F",9,"0",2000,5,6.0370032854,"0_5"
"575",0,"10F",10,"0",2001,5,5.7579571837,"0_5"
"576",0,"10F",11,"0",2002,5,5.982842126,"0_5"
"577",0,"10F",12,"0",2003,5,5.9364561538,"0_5"
"578",0,"10F",13,"0",2004,5,5.6612443952,"0_5"
"579",0,"10F",14,"0",2005,5,5.6695741466,"0_5"
"580",0,"10F",15,"0",2006,5,5.6999280906,"0_5"
"581",0,"10F",16,"0",2007,5,5.8015548983,"0_5"
"582",0,"10F",17,"0",2008,5,5.6456305085,"0_5"
"583",0,"10F",18,"0",2009,5,5.8452740828,"0_5"
"584",0,"10F",19,"0",2010,5,5.9167944175,"0_5"
"585",0,"10F",20,"0",2011,5,6.0759722603,"0_5"
"586",0,"10F",21,"0",2012,5,6.3098332143,"0_5"
"587",0,"10F",22,"0",2013,5,6.2753467021,"0_5"
"588",0,"10F",23,"0",2014,5,6.5785309683,"0_5"
"589",0,"10F",3,"1",1994,4,0.4938619877,"1_4"
"590",0,"10F",4,"1",1995,4,0.7453476511,"1_4"
"591",0,"10F",5,"1",1996,4,0.9725707762,"1_4"
"592",0,"10F",6,"1",1997,4,1.1178057653,"1_4"
"593",0,"10F",7,"1",1998,4,1.2566422024,"1_4"
"594",0,"10F",8,"1",1999,4,1.5160357694,"1_4"
"595",0,"10F",9,"1",2000,4,1.5630410204,"1_4"
"596",0,"10F",10,"1",2001,4,1.8542848906,"1_4"
"597",0,"10F",11,"1",2002,4,1.9897251309,"1_4"
"598",0,"10F",12,"1",2003,4,2.1290315636,"1_4"
"599",0,"10F",13,"1",2004,4,2.3177097047,"1_4"
"600",0,"10F",14,"1",2005,4,2.4343957097,"1_4"
"601",0,"10F",15,"1",2006,4,2.8261670746,"1_4"
"602",1,"10F",16,"1",2007,4,2.7392827603,"1_4"
"603",0,"10F",17,"1",2008,4,2.7879688659,"1_4"
"604",0,"10F",18,"1",2009,4,2.8542672075,"1_4"
"605",0,"10F",19,"1",2010,4,2.9653354688,"1_4"
"606",0,"10F",20,"1",2011,4,2.9743773189,"1_4"
"607",0,"10F",21,"1",2012,4,3.3214701485,"1_4"
"608",0,"10F",22,"1",2013,4,3.2801982809,"1_4"
"609",0,"10F",23,"1",2014,4,3.3759148419,"1_4"
"610",0,"10F",3,"1",1994,5,0.5299356119,"1_5"
"611",1,"10F",4,"1",1995,5,0.8849982973,"1_5"
"612",0,"10F",5,"1",1996,5,1.0577524654,"1_5"
"613",0,"10F",6,"1",1997,5,1.4026892689,"1_5"
"614",0,"10F",7,"1",1998,5,1.6907803695,"1_5"
"615",0,"10F",8,"1",1999,5,1.6008199623,"1_5"
"616",0,"10F",9,"1",2000,5,1.8670167146,"1_5"
"617",0,"10F",10,"1",2001,5,2.1603228163,"1_5"
"618",0,"10F",11,"1",2002,5,1.962997874,"1_5"
"619",0,"10F",12,"1",2003,5,2.0470538462,"1_5"
"620",0,"10F",13,"1",2004,5,2.3845356048,"1_5"
"621",0,"10F",14,"1",2005,5,2.4554558534,"1_5"
"622",0,"10F",15,"1",2006,5,2.5303419094,"1_5"
"623",0,"10F",16,"1",2007,5,2.5458951017,"1_5"
"624",0,"10F",17,"1",2008,5,2.8847794915,"1_5"
"625",0,"10F",18,"1",2009,5,2.9096859172,"1_5"
"626",0,"10F",19,"1",2010,5,3.1117955825,"1_5"
"627",1,"10F",20,"1",2011,5,3.2618377397,"1_5"
"628",0,"10F",21,"1",2012,5,3.3710067857,"1_5"
"629",0,"10F",22,"1",2013,5,3.7226632979,"1_5"
"630",0,"10F",23,"1",2014,5,3.6888090317,"1_5"
"631",0,"11A",3,"0",1994,1,3.2372613781,"0_1"
"632",0,"11A",4,"0",1995,1,3.309206358,"0_1"
"633",0,"11A",5,"0",1996,1,3.3685549554,"0_1"
"634",0,"11A",6,"0",1997,1,3.3883355848,"0_1"
"635",0,"11A",7,"0",1998,1,3.3857479579,"0_1"
"636",0,"11A",8,"0",1999,1,3.3919888131,"0_1"
"637",1,"11A",9,"0",2000,1,3.344126142,"0_1"
"638",0,"11A",10,"0",2001,1,3.308073347,"0_1"
"639",0,"11A",11,"0",2002,1,3.267262325,"0_1"
"640",0,"11A",12,"0",2003,1,3.2504270797,"0_1"
"641",0,"11A",13,"0",2004,1,3.2355729128,"0_1"
"642",0,"11A",14,"0",2005,1,3.2140011829,"0_1"
"643",0,"11A",15,"0",2006,1,3.1933477966,"0_1"
"644",0,"11A",16,"0",2007,1,3.1851704932,"0_1"
"645",0,"11A",17,"0",2008,1,3.1577833678,"0_1"
"646",0,"11A",18,"0",2009,1,3.1875210331,"0_1"
"647",0,"11A",19,"0",2010,1,3.171396719,"0_1"
"648",0,"11A",20,"0",2011,1,3.1579784711,"0_1"
"649",0,"11A",21,"0",2012,1,3.1088212313,"0_1"
"650",0,"11A",22,"0",2013,1,3.0697726219,"0_1"
"651",0,"11A",23,"0",2014,1,2.9597106602,"0_1"
"652",0,"11A",3,"0",1994,2,7.4884831474,"0_2"
"653",1,"11A",4,"0",1995,2,7.4535665622,"0_2"
"654",1,"11A",5,"0",1996,2,7.4798293756,"0_2"
"655",0,"11A",6,"0",1997,2,7.4896050153,"0_2"
"656",0,"11A",7,"0",1998,2,7.5088928945,"0_2"
"657",0,"11A",8,"0",1999,2,7.5732806693,"0_2"
"658",0,"11A",9,"0",2000,2,7.6309728364,"0_2"
"659",0,"11A",10,"0",2001,2,7.7408292187,"0_2"
"660",0,"11A",11,"0",2002,2,7.9084607303,"0_2"
"661",0,"11A",12,"0",2003,2,8.0316785368,"0_2"
"662",0,"11A",13,"0",2004,2,8.1362201075,"0_2"
"663",0,"11A",14,"0",2005,2,8.1550554749,"0_2"
"664",0,"11A",15,"0",2006,2,8.1715642884,"0_2"
"665",0,"11A",16,"0",2007,2,8.1781910474,"0_2"
"666",0,"11A",17,"0",2008,2,8.2153134652,"0_2"
"667",0,"11A",18,"0",2009,2,8.18424791,"0_2"
"668",0,"11A",19,"0",2010,2,8.1611246347,"0_2"
"669",0,"11A",20,"0",2011,2,8.0485284601,"0_2"
"670",0,"11A",21,"0",2012,2,8.055372843,"0_2"
"671",0,"11A",22,"0",2013,2,8.0849901408,"0_2"
"672",0,"11A",23,"0",2014,2,7.9952078959,"0_2"
"673",0,"11A",3,"0",1994,3,16.807260509,"0_3"
"674",1,"11A",4,"0",1995,3,16.66457298,"0_3"
"675",1,"11A",5,"0",1996,3,16.523171012,"0_3"
"676",0,"11A",6,"0",1997,3,16.376828924,"0_3"
"677",1,"11A",7,"0",1998,3,16.186848417,"0_3"
"678",0,"11A",8,"0",1999,3,16.000817867,"0_3"
"679",1,"11A",9,"0",2000,3,15.861416719,"0_3"
"680",0,"11A",10,"0",2001,3,15.618257222,"0_3"
"681",2,"11A",11,"0",2002,3,15.15782232,"0_3"
"682",0,"11A",12,"0",2003,3,14.995921753,"0_3"
"683",1,"11A",13,"0",2004,3,14.657923019,"0_3"
"684",0,"11A",14,"0",2005,3,14.317432061,"0_3"
"685",0,"11A",15,"0",2006,3,14.12524431,"0_3"
"686",0,"11A",16,"0",2007,3,13.926060477,"0_3"
"687",2,"11A",17,"0",2008,3,13.757657678,"0_3"
"688",0,"11A",18,"0",2009,3,13.717970984,"0_3"
"689",1,"11A",19,"0",2010,3,13.651126336,"0_3"
"690",0,"11A",20,"0",2011,3,13.734218608,"0_3"
"691",0,"11A",21,"0",2012,3,13.387056507,"0_3"
"692",0,"11A",22,"0",2013,3,13.559024561,"0_3"
"693",2,"11A",23,"0",2014,3,13.54056408,"0_3"
"694",1,"11A",3,"0",1994,4,15.665018012,"0_4"
"695",2,"11A",4,"0",1995,4,15.597572349,"0_4"
"696",0,"11A",5,"0",1996,4,15.593949224,"0_4"
"697",2,"11A",6,"0",1997,4,15.660884235,"0_4"
"698",4,"11A",7,"0",1998,4,15.723167798,"0_4"
"699",0,"11A",8,"0",1999,4,15.668574231,"0_4"
"700",2,"11A",9,"0",2000,4,15.80200898,"0_4"
"701",0,"11A",10,"0",2001,4,15.716195109,"0_4"
"702",0,"11A",11,"0",2002,4,15.769854869,"0_4"
"703",0,"11A",12,"0",2003,4,15.819028436,"0_4"
"704",0,"11A",13,"0",2004,4,15.847260295,"0_4"
"705",1,"11A",14,"0",2005,4,15.96373429,"0_4"
"706",2,"11A",15,"0",2006,4,15.801552925,"0_4"
"707",0,"11A",16,"0",2007,4,16.13765724,"0_4"
"708",2,"11A",17,"0",2008,4,16.216911134,"0_4"
"709",1,"11A",18,"0",2009,4,16.203912793,"0_4"
"710",1,"11A",19,"0",2010,4,16.048324531,"0_4"
"711",0,"11A",20,"0",2011,4,15.964682681,"0_4"
"712",1,"11A",21,"0",2012,4,15.550009852,"0_4"
"713",1,"11A",22,"0",2013,4,15.571061719,"0_4"
"714",0,"11A",23,"0",2014,4,15.476875158,"0_4"
"715",4,"11A",3,"0",1994,5,7.4809243881,"0_5"
"716",4,"11A",4,"0",1995,5,7.1015717027,"0_5"
"717",2,"11A",5,"0",1996,5,6.8974275346,"0_5"
"718",3,"11A",6,"0",1997,5,6.5271807311,"0_5"
"719",3,"11A",7,"0",1998,5,6.2238996305,"0_5"
"720",3,"11A",8,"0",1999,5,6.3038500377,"0_5"
"721",4,"11A",9,"0",2000,5,6.0370032854,"0_5"
"722",1,"11A",10,"0",2001,5,5.7579571837,"0_5"
"723",1,"11A",11,"0",2002,5,5.982842126,"0_5"
"724",3,"11A",12,"0",2003,5,5.9364561538,"0_5"
"725",3,"11A",13,"0",2004,5,5.6612443952,"0_5"
"726",3,"11A",14,"0",2005,5,5.6695741466,"0_5"
"727",5,"11A",15,"0",2006,5,5.6999280906,"0_5"
"728",1,"11A",16,"0",2007,5,5.8015548983,"0_5"
"729",5,"11A",17,"0",2008,5,5.6456305085,"0_5"
"730",2,"11A",18,"0",2009,5,5.8452740828,"0_5"
"731",5,"11A",19,"0",2010,5,5.9167944175,"0_5"
"732",0,"11A",20,"0",2011,5,6.0759722603,"0_5"
"733",4,"11A",21,"0",2012,5,6.3098332143,"0_5"
"734",0,"11A",22,"0",2013,5,6.2753467021,"0_5"
"735",3,"11A",23,"0",2014,5,6.5785309683,"0_5"
"736",0,"11A",3,"1",1994,1,0.0276886219,"1_1"
"737",0,"11A",4,"1",1995,1,0.041723642,"1_1"
"738",0,"11A",5,"1",1996,1,0.0634750446,"1_1"
"739",0,"11A",6,"1",1997,1,0.0796744152,"1_1"
"740",0,"11A",7,"1",1998,1,0.0771720421,"1_1"
"741",0,"11A",8,"1",1999,1,0.0548611869,"1_1"
"742",0,"11A",9,"1",2000,1,0.061803858,"1_1"
"743",0,"11A",10,"1",2001,1,0.067816653,"1_1"
"744",0,"11A",11,"1",2002,1,0.087807675,"1_1"
"745",1,"11A",12,"1",2003,1,0.0701329203,"1_1"
"746",0,"11A",13,"1",2004,1,0.0681970872,"1_1"
"747",0,"11A",14,"1",2005,1,0.0665588171,"1_1"
"748",0,"11A",15,"1",2006,1,0.0581722034,"1_1"
"749",0,"11A",16,"1",2007,1,0.0636595068,"1_1"
"750",0,"11A",17,"1",2008,1,0.0982766322,"1_1"
"751",0,"11A",18,"1",2009,1,0.0817989669,"1_1"
"752",1,"11A",19,"1",2010,1,0.089273281,"1_1"
"753",0,"11A",20,"1",2011,1,0.0969715289,"1_1"
"754",0,"11A",21,"1",2012,1,0.0832087687,"1_1"
"755",0,"11A",22,"1",2013,1,0.0597873781,"1_1"
"756",0,"11A",23,"1",2014,1,0.0781093398,"1_1"
"757",0,"11A",3,"1",1994,2,0.0753368526,"1_2"
"758",0,"11A",4,"1",1995,2,0.0858034378,"1_2"
"759",0,"11A",5,"1",1996,2,0.1334006244,"1_2"
"760",0,"11A",6,"1",1997,2,0.1803149847,"1_2"
"761",0,"11A",7,"1",1998,2,0.2597671055,"1_2"
"762",0,"11A",8,"1",1999,2,0.3096293307,"1_2"
"763",0,"11A",9,"1",2000,2,0.4222471636,"1_2"
"764",0,"11A",10,"1",2001,2,0.4934907813,"1_2"
"765",0,"11A",11,"1",2002,2,0.5057292697,"1_2"
"766",0,"11A",12,"1",2003,2,0.5407914632,"1_2"
"767",0,"11A",13,"1",2004,2,0.5496298925,"1_2"
"768",0,"11A",14,"1",2005,2,0.6192745251,"1_2"
"769",0,"11A",15,"1",2006,2,0.6825757116,"1_2"
"770",0,"11A",16,"1",2007,2,0.7120789526,"1_2"
"771",0,"11A",17,"1",2008,2,0.6834665348,"1_2"
"772",0,"11A",18,"1",2009,2,0.71848209,"1_2"
"773",0,"11A",19,"1",2010,2,0.7333053653,"1_2"
"774",0,"11A",20,"1",2011,2,0.8068415399,"1_2"
"775",0,"11A",21,"1",2012,2,0.775487157,"1_2"
"776",0,"11A",22,"1",2013,2,0.6884598592,"1_2"
"777",0,"11A",23,"1",2014,2,0.7412121041,"1_2"
"778",0,"11A",3,"1",1994,3,0.1606494907,"1_3"
"779",0,"11A",4,"1",1995,3,0.2728170201,"1_3"
"780",0,"11A",5,"1",1996,3,0.4201389878,"1_3"
"781",0,"11A",6,"1",1997,3,0.5278910758,"1_3"
"782",0,"11A",7,"1",1998,3,0.6356815827,"1_3"
"783",0,"11A",8,"1",1999,3,0.7159121326,"1_3"
"784",0,"11A",9,"1",2000,3,0.7105632814,"1_3"
"785",1,"11A",10,"1",2001,3,0.7748927778,"1_3"
"786",0,"11A",11,"1",2002,3,1.0510376798,"1_3"
"787",3,"11A",12,"1",2003,3,1.0145482467,"1_3"
"788",0,"11A",13,"1",2004,3,1.1181069806,"1_3"
"789",1,"11A",14,"1",2005,3,1.2185679389,"1_3"
"790",0,"11A",15,"1",2006,3,1.1856956902,"1_3"
"791",0,"11A",16,"1",2007,3,1.1812895229,"1_3"
"792",1,"11A",17,"1",2008,3,1.3101223223,"1_3"
"793",0,"11A",18,"1",2009,3,1.4113490164,"1_3"
"794",0,"11A",19,"1",2010,3,1.4989036643,"1_3"
"795",0,"11A",20,"1",2011,3,1.4848713916,"1_3"
"796",1,"11A",21,"1",2012,3,1.8428934932,"1_3"
"797",1,"11A",22,"1",2013,3,1.7149754386,"1_3"
"798",0,"11A",23,"1",2014,3,1.8374159202,"1_3"
"799",4,"11A",3,"1",1994,4,0.4938619877,"1_4"
"800",5,"11A",4,"1",1995,4,0.7453476511,"1_4"
"801",6,"11A",5,"1",1996,4,0.9725707762,"1_4"
"802",3,"11A",6,"1",1997,4,1.1178057653,"1_4"
"803",1,"11A",7,"1",1998,4,1.2566422024,"1_4"
"804",2,"11A",8,"1",1999,4,1.5160357694,"1_4"
"805",1,"11A",9,"1",2000,4,1.5630410204,"1_4"
"806",5,"11A",10,"1",2001,4,1.8542848906,"1_4"
"807",4,"11A",11,"1",2002,4,1.9897251309,"1_4"
"808",6,"11A",12,"1",2003,4,2.1290315636,"1_4"
"809",2,"11A",13,"1",2004,4,2.3177097047,"1_4"
"810",6,"11A",14,"1",2005,4,2.4343957097,"1_4"
"811",5,"11A",15,"1",2006,4,2.8261670746,"1_4"
"812",4,"11A",16,"1",2007,4,2.7392827603,"1_4"
"813",6,"11A",17,"1",2008,4,2.7879688659,"1_4"
"814",5,"11A",18,"1",2009,4,2.8542672075,"1_4"
"815",7,"11A",19,"1",2010,4,2.9653354688,"1_4"
"816",3,"11A",20,"1",2011,4,2.9743773189,"1_4"
"817",4,"11A",21,"1",2012,4,3.3214701485,"1_4"
"818",2,"11A",22,"1",2013,4,3.2801982809,"1_4"
"819",1,"11A",23,"1",2014,4,3.3759148419,"1_4"
"820",3,"11A",3,"1",1994,5,0.5299356119,"1_5"
"821",1,"11A",4,"1",1995,5,0.8849982973,"1_5"
"822",2,"11A",5,"1",1996,5,1.0577524654,"1_5"
"823",9,"11A",6,"1",1997,5,1.4026892689,"1_5"
"824",5,"11A",7,"1",1998,5,1.6907803695,"1_5"
"825",7,"11A",8,"1",1999,5,1.6008199623,"1_5"
"826",4,"11A",9,"1",2000,5,1.8670167146,"1_5"
"827",7,"11A",10,"1",2001,5,2.1603228163,"1_5"
"828",4,"11A",11,"1",2002,5,1.962997874,"1_5"
"829",1,"11A",12,"1",2003,5,2.0470538462,"1_5"
"830",5,"11A",13,"1",2004,5,2.3845356048,"1_5"
"831",6,"11A",14,"1",2005,5,2.4554558534,"1_5"
"832",3,"11A",15,"1",2006,5,2.5303419094,"1_5"
"833",5,"11A",16,"1",2007,5,2.5458951017,"1_5"
"834",16,"11A",17,"1",2008,5,2.8847794915,"1_5"
"835",12,"11A",18,"1",2009,5,2.9096859172,"1_5"
"836",10,"11A",19,"1",2010,5,3.1117955825,"1_5"
"837",6,"11A",20,"1",2011,5,3.2618377397,"1_5"
"838",9,"11A",21,"1",2012,5,3.3710067857,"1_5"
"839",7,"11A",22,"1",2013,5,3.7226632979,"1_5"
"840",6,"11A",23,"1",2014,5,3.6888090317,"1_5"
"841",0,"11B",3,"0",1994,4,15.665018012,"0_4"
"842",0,"11B",4,"0",1995,4,15.597572349,"0_4"
"843",0,"11B",5,"0",1996,4,15.593949224,"0_4"
"844",0,"11B",6,"0",1997,4,15.660884235,"0_4"
"845",0,"11B",7,"0",1998,4,15.723167798,"0_4"
"846",0,"11B",8,"0",1999,4,15.668574231,"0_4"
"847",0,"11B",9,"0",2000,4,15.80200898,"0_4"
"848",0,"11B",10,"0",2001,4,15.716195109,"0_4"
"849",0,"11B",11,"0",2002,4,15.769854869,"0_4"
"850",0,"11B",12,"0",2003,4,15.819028436,"0_4"
"851",0,"11B",13,"0",2004,4,15.847260295,"0_4"
"852",0,"11B",14,"0",2005,4,15.96373429,"0_4"
"853",0,"11B",15,"0",2006,4,15.801552925,"0_4"
"854",0,"11B",16,"0",2007,4,16.13765724,"0_4"
"855",0,"11B",17,"0",2008,4,16.216911134,"0_4"
"856",0,"11B",18,"0",2009,4,16.203912793,"0_4"
"857",0,"11B",19,"0",2010,4,16.048324531,"0_4"
"858",0,"11B",20,"0",2011,4,15.964682681,"0_4"
"859",0,"11B",21,"0",2012,4,15.550009852,"0_4"
"860",0,"11B",22,"0",2013,4,15.571061719,"0_4"
"861",0,"11B",23,"0",2014,4,15.476875158,"0_4"
"862",0,"11B",3,"0",1994,5,7.4809243881,"0_5"
"863",0,"11B",4,"0",1995,5,7.1015717027,"0_5"
"864",0,"11B",5,"0",1996,5,6.8974275346,"0_5"
"865",0,"11B",6,"0",1997,5,6.5271807311,"0_5"
"866",0,"11B",7,"0",1998,5,6.2238996305,"0_5"
"867",0,"11B",8,"0",1999,5,6.3038500377,"0_5"
"868",0,"11B",9,"0",2000,5,6.0370032854,"0_5"
"869",0,"11B",10,"0",2001,5,5.7579571837,"0_5"
"870",0,"11B",11,"0",2002,5,5.982842126,"0_5"
"871",0,"11B",12,"0",2003,5,5.9364561538,"0_5"
"872",0,"11B",13,"0",2004,5,5.6612443952,"0_5"
"873",0,"11B",14,"0",2005,5,5.6695741466,"0_5"
"874",0,"11B",15,"0",2006,5,5.6999280906,"0_5"
"875",0,"11B",16,"0",2007,5,5.8015548983,"0_5"
"876",0,"11B",17,"0",2008,5,5.6456305085,"0_5"
"877",0,"11B",18,"0",2009,5,5.8452740828,"0_5"
"878",0,"11B",19,"0",2010,5,5.9167944175,"0_5"
"879",0,"11B",20,"0",2011,5,6.0759722603,"0_5"
"880",0,"11B",21,"0",2012,5,6.3098332143,"0_5"
"881",1,"11B",22,"0",2013,5,6.2753467021,"0_5"
"882",0,"11B",23,"0",2014,5,6.5785309683,"0_5"
"883",0,"11B",3,"1",1994,4,0.4938619877,"1_4"
"884",0,"11B",4,"1",1995,4,0.7453476511,"1_4"
